track_id,cam_id,start_frame,end_frame,start_ms,end_ms,start_common_clock_ms,end_common_clock_ms,n_frames,class_mode,mean_conf,median_conf,median_w,median_h,max_area_px,pct_edge_touch,pct_blurry,n_large_box_frames,n_non_edge_frames,n_sharp_frames,duration_ms,usable_track,best_frame_idx,best_source_timestamp_ms,best_common_clock_ms
128,garage,1511,1526,50417.03333333333,50917.53333333334,50417.03333333333,50917.53333333334,16,2,0.8087563402950764,0.8849526047706604,105.0,153.5,22379,0.0,0.8125,12,16,3,500.5000000000073,True,1520,50717.333333333336,50717.333333333336
639,garage,6021,6036,200900.7,201401.2,200900.7,201401.2,15,2,0.7079719165960948,0.7232868671417236,62.0,197.0,28280,0.0,0.0,8,15,15,500.5,True,6028,201134.2666666667,201134.2666666667
287,garage,2819,2832,94060.63333333335,94494.4,94060.63333333335,94494.4,14,2,0.6153816325323922,0.6250477731227875,279.5,158.5,48638,0.0,0.0,14,14,14,433.76666666664823,True,2829,94394.3,94394.3
254,garage,2588,2602,86352.93333333333,86820.06666666668,86352.93333333333,86820.06666666668,14,2,0.5806536717074258,0.5793327689170837,89.5,195.5,38048,0.0,0.4285714285714286,11,14,8,467.13333333334594,True,2593,86519.76666666666,86519.76666666666
203,garage,1829,1842,61027.63333333333,61461.4,61027.63333333333,61461.4,14,2,0.7682413671697889,0.779977023601532,97.5,144.5,17402,0.0,0.0714285714285714,11,14,13,433.76666666667006,True,1833,61161.100000000006,61161.100000000006
417,garage,4643,4664,154921.43333333335,155622.13333333336,154921.43333333335,155622.13333333336,13,7,0.7053708273630875,0.7866970896720886,143.0,194.0,36366,0.07692307692307693,0.07692307692307687,13,12,12,700.7000000000116,True,4651,155188.36666666667,155188.36666666667
501,garage,5098,5112,170103.2666666667,170570.4,170103.2666666667,170570.4,13,2,0.7701738866475912,0.7885423302650452,74.0,172.0,19264,0.0,0.3076923076923077,8,13,9,467.1333333333023,True,5102,170236.73333333334,170236.73333333334
536,garage,5342,5354,178244.73333333334,178645.13333333336,178244.73333333334,178645.13333333336,12,7,0.590575230618318,0.5384349673986435,141.5,230.0,58305,0.5,0.5833333333333333,12,6,5,400.4000000000233,True,5345,178344.83333333334,178344.83333333334
196,garage,1801,1812,60093.36666666667,60460.4,60093.36666666667,60460.4,12,2,0.8332426995038986,0.8455934524536133,88.0,196.0,29145,0.0,0.75,9,12,3,367.03333333333285,True,1809,60360.3,60360.3
358,garage,3954,3983,131931.80000000002,132899.43333333335,131931.80000000002,132899.43333333335,12,2,0.6680903931458791,0.7182180881500244,170.5,143.0,26412,0.0,0.0,12,12,12,967.6333333333314,True,3962,132198.73333333334,132198.73333333334
158,garage,1605,1651,53553.5,55088.366666666676,53553.5,55088.366666666676,12,7,0.417822889983654,0.4000953882932663,106.5,137.0,19939,0.08333333333333333,0.0,12,11,12,1534.8666666666759,True,1628,54320.933333333334,54320.933333333334
684,garage,6434,7793,214681.13333333336,260026.43333333332,214681.13333333336,260026.43333333332,1321,2,0.7965869816030001,0.8111886382102966,126.0,159.0,230748,0.7464042392127176,0.0007570022710068347,1295,335,1320,45345.29999999996,False,7667,255822.23333333334,255822.23333333334
730,garage,7147,7894,238471.56666666668,263396.4666666667,238471.56666666668,263396.4666666667,710,2,0.6942690733872668,0.7470674216747284,25.0,110.0,284711,0.643661971830986,0.0,304,253,710,24924.899999999994,False,7742,258324.73333333337,258324.73333333337
706,garage,6751,7149,225258.3666666667,238538.30000000002,225258.3666666667,238538.30000000002,340,2,0.42802565755213007,0.42965157330036163,18.0,52.0,1596,1.0,0.0,0,0,340,13279.93333333332,False,7139,238204.63333333333,238204.63333333333
519,garage,5218,5553,174107.26666666666,185285.1,174107.26666666666,185285.1,336,2,0.9118975119753963,0.9406170547008514,269.0,235.0,122148,0.5625,0.0,311,147,336,11177.833333333343,False,5320,177510.6666666667,177510.6666666667
433,garage,4721,4862,157524.03333333333,162228.73333333334,157524.03333333333,162228.73333333334,133,7,0.6815965735822692,0.7150160670280457,246.0,159.0,106304,0.7819548872180451,0.20300751879699253,122,29,106,4704.700000000012,False,4734,157957.80000000002,157957.80000000002
718,garage,6944,7085,231698.13333333333,236402.83333333334,231698.13333333333,236402.83333333334,130,2,0.7341642776360878,0.7951641976833344,278.0,148.5,86970,0.5230769230769231,0.0,123,62,130,4704.700000000012,False,6983,232999.43333333335,232999.43333333335
622,garage,5645,5767,188354.83333333334,192425.56666666668,188354.83333333334,192425.56666666668,118,2,0.8083036092378325,0.8790579438209534,209.5,123.0,80432,0.5847457627118644,0.0423728813559322,106,49,113,4070.733333333337,False,5666,189055.53333333333,189055.53333333333
257,garage,2595,2721,86586.5,90790.7,86586.5,90790.7,118,7,0.6890940383329229,0.7155160009860992,249.0,146.0,68943,0.576271186440678,0.0847457627118644,111,50,108,4204.199999999997,False,2642,88154.73333333334,88154.73333333334
198,garage,1812,1932,60460.4,64464.399999999994,60460.4,64464.399999999994,116,2,0.796549042237216,0.86817666888237,226.5,137.0,52402,0.5172413793103449,0.24137931034482762,109,56,88,4003.9999999999927,False,1844,61528.13333333334,61528.13333333334
641,garage,6033,6157,201301.1,205438.56666666668,201301.1,205438.56666666668,115,2,0.7231977092183155,0.7722823619842529,216.0,142.0,50500,0.5565217391304348,0.04347826086956519,107,51,110,4137.466666666674,False,6077,202769.23333333334,202769.23333333334
902,garage,8856,8971,295495.2,299332.3666666667,295495.2,299332.3666666667,115,2,0.7913777392843495,0.8417730927467346,173.0,112.0,29970,0.5739130434782609,0.0,99,49,115,3837.166666666686,False,8882,296362.73333333334,296362.73333333334
420,garage,4653,4773,155255.1,159259.1,155255.1,159259.1,114,7,0.7134204263749876,0.7483358383178711,254.0,142.5,62918,0.5175438596491229,0.06140350877192979,107,55,107,4004.0,False,4700,156823.33333333334,156823.33333333334
570,garage,5448,5568,181781.6,185785.6,181781.6,185785.6,111,7,0.7290655366472296,0.8770700693130493,374.0,132.0,93051,1.0,0.32432432432432434,109,0,75,4004.0,False,5489,183149.63333333336,183149.63333333336
454,garage,4828,4956,161094.26666666666,165365.2,161094.26666666666,165365.2,110,5,0.6417013181881471,0.648432582616806,353.5,178.0,115596,0.8181818181818182,0.7,110,20,33,4270.933333333349,False,4830,161161.0,161161.0
233,garage,2108,2220,70336.93333333333,74074.0,70336.93333333333,74074.0,108,2,0.8149092702402009,0.8989996612071991,195.5,129.0,38779,0.5555555555555556,0.0,102,48,108,3737.0666666666657,False,2132,71137.73333333332,71137.73333333332
312,garage,3185,3294,106272.83333333334,109909.8,106272.83333333334,109909.8,107,2,0.7900098194585783,0.8244904279708862,169.0,116.0,31244,0.5981308411214953,0.0,100,43,107,3636.96666666666,False,3212,107173.73333333335,107173.73333333335
728,garage,7084,7189,236369.46666666667,239872.96666666667,236369.46666666667,239872.96666666667,105,2,0.7695195882093339,0.8314423561096191,172.0,111.0,30140,0.5619047619047619,0.02857142857142858,94,46,102,3503.5,False,7118,237503.93333333335,237503.93333333335
679,garage,6347,6450,211778.23333333334,215215.0,211778.23333333334,215215.0,100,2,0.7631963491439819,0.7751749455928802,176.5,120.5,33957,0.61,0.16000000000000003,94,39,84,3436.766666666663,False,6374,212679.13333333333,212679.13333333333
505,garage,5122,5222,170904.06666666665,174240.73333333334,170904.06666666665,174240.73333333334,100,2,0.7973015585541725,0.867827296257019,173.0,98.0,31808,0.69,0.030000000000000027,87,31,97,3336.666666666686,False,5141,171538.03333333335,171538.03333333335
494,garage,5049,5165,168468.3,172338.83333333334,168468.3,172338.83333333334,97,7,0.5703459569473857,0.5166321396827698,164.0,103.0,32470,0.8556701030927835,0.0,84,14,97,3870.5333333333547,False,5060,168835.33333333334,168835.33333333334
808,garage,7621,7715,254287.3666666667,257423.83333333334,254287.3666666667,257423.83333333334,93,2,0.7889709892452405,0.8416538238525391,188.0,110.0,35133,0.6774193548387096,0.0,84,30,93,3136.4666666666453,False,7643,255021.43333333335,255021.43333333335
181,garage,1667,1760,55622.23333333334,58725.333333333336,55622.23333333334,58725.333333333336,93,2,0.805284531206213,0.8803763389587402,188.0,111.0,33396,0.6559139784946236,0.11827956989247312,85,32,82,3103.0999999999985,False,1691,56423.03333333333,56423.03333333333
561,garage,5430,5524,181181.0,184317.4666666667,181181.0,184317.4666666667,89,2,0.7269529720370689,0.7821010947227478,130.0,105.0,21463,0.5842696629213483,0.0,76,37,89,3136.4666666667035,False,5462,182248.73333333334,182248.73333333334
5,garage,68,156,2268.9333333333334,5205.200000000001,2268.9333333333334,5205.200000000001,83,2,0.774857667555292,0.8219929337501526,194.0,125.0,39852,0.6867469879518072,0.09638554216867468,79,26,75,2936.2666666666673,False,89,2969.633333333333,2969.633333333333
848,garage,7865,7950,262428.8333333333,265265.0,262428.8333333333,265265.0,81,2,0.5285146041416827,0.529007613658905,187.0,126.0,38718,0.6296296296296297,0.09876543209876543,76,30,73,2836.166666666686,False,7894,263396.4666666667,263396.4666666667
541,garage,5368,5449,179112.26666666666,181814.96666666667,179112.26666666666,181814.96666666667,80,7,0.7183614395558834,0.7682283222675323,253.0,115.0,47978,0.9375,0.375,75,5,50,2702.7000000000116,False,5372,179245.73333333334,179245.73333333334
796,garage,7584,7676,253052.80000000002,256122.53333333335,253052.80000000002,256122.53333333335,79,2,0.5917775563046902,0.6032639145851135,193.0,148.0,45232,0.5316455696202531,0.16455696202531644,75,37,66,3069.733333333337,False,7622,254320.73333333334,254320.73333333334
207,garage,1851,1927,61761.700000000004,64297.566666666666,61761.700000000004,64297.566666666666,75,2,0.7979193751017253,0.8857779502868652,173.0,107.0,25228,0.52,0.1333333333333333,70,36,65,2535.8666666666613,False,1865,62228.833333333336,62228.833333333336
624,garage,5663,5741,188955.43333333332,191558.03333333335,188955.43333333332,191558.03333333335,75,2,0.6254299060503642,0.6337653994560242,111.0,92.0,21538,0.56,0.0,58,33,75,2602.600000000035,False,5669,189155.63333333336,189155.63333333336
600,garage,5546,5619,185051.53333333333,187487.30000000002,185051.53333333333,187487.30000000002,70,2,0.7193427085876465,0.7597234547138214,177.5,109.0,26596,0.6,0.0,68,28,70,2435.766666666692,False,5572,185919.06666666668,185919.06666666668
162,garage,1609,1686,53686.96666666667,56256.2,53686.96666666667,56256.2,66,2,0.582947677283576,0.5697348415851593,177.5,89.0,28912,0.6060606060606061,0.0,62,26,66,2569.23333333333,False,1616,53920.53333333334,53920.53333333334
870,garage,8035,8104,268101.1666666667,270403.4666666667,268101.1666666667,270403.4666666667,63,2,0.7942702155264597,0.8726584911346436,566.0,357.0,284925,0.7142857142857143,0.07936507936507942,60,18,58,2302.2999999999884,False,8044,268401.4666666667,268401.4666666667
863,garage,7976,8044,266132.5333333334,268401.4666666667,266132.5333333334,268401.4666666667,60,7,0.7072818711400032,0.7478694021701813,205.0,126.0,37352,1.0,0.0,57,0,60,2268.9333333332906,False,7988,266532.93333333335,266532.93333333335
221,garage,1950,2009,65065.0,67033.63333333335,65065.0,67033.63333333335,59,2,0.8287164680028366,0.9258349537849426,525.0,281.0,194829,0.7796610169491526,0.2033898305084746,56,13,47,1968.633333333346,False,1962,65465.4,65465.4
566,garage,5441,5498,181548.03333333333,183449.93333333335,181548.03333333333,183449.93333333335,57,2,0.8023083236133843,0.8901813626289368,555.0,231.0,157262,0.8245614035087719,0.24561403508771928,57,10,43,1901.9000000000233,False,5450,181848.33333333334,181848.33333333334
337,garage,3524,3583,117584.13333333335,119552.76666666668,117584.13333333335,119552.76666666668,56,2,0.8559125693781036,0.9415626525878906,521.0,301.5,221328,0.5714285714285714,0.0892857142857143,56,24,51,1968.6333333333314,False,3544,118251.46666666667,118251.46666666667
342,garage,3574,3629,119252.46666666667,121087.63333333335,119252.46666666667,121087.63333333335,53,2,0.8526075189968325,0.9485699534416199,532.0,295.0,221072,0.6415094339622641,0.0,53,19,53,1835.1666666666715,False,3579,119419.3,119419.3
409,garage,4604,4656,153620.13333333333,155355.19999999998,153620.13333333333,155355.19999999998,50,2,0.7433865213394165,0.8068787753582001,201.5,111.5,25992,0.52,0.0,50,24,50,1735.0666666666511,False,4624,154287.46666666667,154287.46666666667
326,garage,3387,3433,113012.90000000001,114547.76666666668,113012.90000000001,114547.76666666668,47,2,0.8527677040150825,0.9250892996788025,507.0,308.0,197467,0.723404255319149,0.08510638297872342,47,13,43,1534.8666666666686,False,3391,113146.36666666667,113146.36666666667
584,garage,5503,5557,183616.7666666667,185418.56666666665,183616.7666666667,185418.56666666665,46,2,0.7774874211653419,0.9170274436473846,484.0,231.0,164580,0.8478260869565217,0.0,46,7,46,1801.7999999999593,False,5509,183816.96666666667,183816.96666666667
29,garage,774,817,25825.8,27260.56666666667,25825.8,27260.56666666667,43,2,0.8386610261229581,0.9287360906600952,487.0,313.0,191730,0.6744186046511628,0.18604651162790697,43,14,35,1434.76666666667,False,778,25959.266666666666,25959.266666666666
321,garage,3283,3326,109542.76666666666,110977.53333333334,109542.76666666666,110977.53333333334,43,2,0.7755550721357035,0.8422614336013794,470.0,249.0,146566,0.7674418604651163,0.11627906976744184,43,10,38,1434.7666666666773,False,3286,109642.86666666668,109642.86666666668
315,garage,3228,3277,107707.6,109342.56666666667,107707.6,109342.56666666667,42,2,0.8806343326965967,0.9446074664592743,451.0,330.0,231420,0.6666666666666666,0.0,42,14,42,1634.9666666666599,False,3233,107874.43333333335,107874.43333333335
284,garage,2805,2850,93593.5,95095.0,93593.5,95095.0,39,2,0.7819652480956836,0.8624323010444641,483.0,308.0,226756,0.5897435897435898,0.1282051282051282,39,16,34,1501.5,False,2810,93760.33333333333,93760.33333333333
10,garage,339,377,11311.300000000001,12579.233333333335,11311.300000000001,12579.233333333335,39,2,0.8740644011742029,0.935608446598053,479.0,331.0,195663,0.6153846153846154,0.07692307692307687,39,15,36,1267.9333333333343,False,343,11444.766666666668,11444.766666666668
664,garage,6253,6293,208641.7666666667,209976.43333333335,208641.7666666667,209976.43333333335,37,2,0.8484161931115228,0.9359714984893799,441.0,321.0,201212,0.6756756756756757,0.027027027027026973,37,12,36,1334.666666666657,False,6257,208775.23333333334,208775.23333333334
23,garage,628,660,20954.26666666667,22022.000000000004,20954.26666666667,22022.000000000004,32,2,0.8400371866300702,0.9268740117549896,432.5,274.5,151724,0.75,0.0,32,8,32,1067.7333333333336,False,630,21021.0,21021.0
18,garage,578,612,19285.933333333334,20420.4,19285.933333333334,20420.4,31,2,0.832839737976751,0.9409257173538208,449.0,322.0,198660,0.7096774193548387,0.0,31,9,31,1134.4666666666672,False,578,19285.933333333334,19285.933333333334
538,garage,5354,5391,178645.13333333336,179879.7,178645.13333333336,179879.7,30,5,0.5351862430572509,0.529579758644104,799.0,588.0,507669,0.7,0.8,30,9,6,1234.5666666666511,False,5390,179846.33333333334,179846.33333333334
34,garage,849,878,28328.300000000003,29295.933333333334,28328.300000000003,29295.933333333334,30,2,0.7830702036619186,0.8839278221130371,469.0,322.0,179075,0.5666666666666667,0.06666666666666665,30,13,28,967.6333333333314,False,853,28461.76666666667,28461.76666666667
336,garage,3504,3531,116916.8,117817.7,116916.8,117817.7,28,2,0.8180177531072071,0.9136017858982086,681.0,250.5,271320,1.0,0.0,28,0,28,900.8999999999942,False,3521,117484.03333333334,117484.03333333334
246,garage,2407,2433,80313.56666666668,81181.1,80313.56666666668,81181.1,27,2,0.8000366842305219,0.8492971062660217,754.0,186.0,209025,1.0,0.03703703703703709,27,0,26,867.5333333333256,False,2423,80847.43333333335,80847.43333333335
349,garage,3657,3683,122021.90000000001,122889.43333333335,122021.90000000001,122889.43333333335,27,2,0.8119404867843345,0.9357408285140991,410.0,364.0,198716,0.5185185185185185,0.33333333333333337,27,13,18,867.5333333333401,False,3660,122122.0,122122.0
85,garage,1341,1363,44744.700000000004,45478.76666666667,44744.700000000004,45478.76666666667,23,2,0.7943733788054922,0.8131113648414612,727.0,183.0,181689,1.0,0.0,23,0,23,734.0666666666657,False,1355,45211.833333333336,45211.833333333336
707,garage,6870,6894,229229.0,230029.80000000002,229229.0,230029.80000000002,23,2,0.8030625659486522,0.8433781862258911,371.0,319.0,147315,0.5652173913043478,0.30434782608695654,23,10,16,800.8000000000175,False,6873,229329.1,229329.1
755,garage,7364,7388,245712.13333333336,246512.93333333335,245712.13333333336,246512.93333333335,23,2,0.7203552943208943,0.7743258476257324,576.0,172.0,111150,1.0,0.0,23,0,23,800.7999999999884,False,7372,245979.06666666668,245979.06666666668
548,garage,5403,5424,180280.1,180980.80000000002,180280.1,180980.80000000002,21,5,0.5459137104806446,0.5329012274742126,887.0,504.0,498780,1.0,1.0,21,0,0,700.7000000000116,False,5419,180813.96666666667,180813.96666666667
227,garage,2046,2072,68268.20000000001,69135.73333333334,68268.20000000001,69135.73333333334,21,2,0.6849929363954634,0.796493649482727,334.0,363.0,221067,0.6190476190476191,0.2857142857142857,21,8,15,867.5333333333256,False,2051,68435.03333333334,68435.03333333334
243,garage,2386,2407,79612.86666666668,80313.56666666668,79612.86666666668,80313.56666666668,21,2,0.7713790734608968,0.8768492341041565,363.0,238.0,142896,0.8095238095238095,0.1428571428571429,21,4,18,700.6999999999971,False,2391,79779.70000000001,79779.70000000001
712,garage,6920,6941,230897.33333333334,231598.03333333335,230897.33333333334,231598.03333333335,21,2,0.8152657605352855,0.8934818506240845,340.0,308.0,131495,0.5714285714285714,0.09523809523809523,21,9,19,700.7000000000116,False,6923,230997.43333333332,230997.43333333332
745,garage,7285,7306,243076.16666666666,243776.86666666667,243076.16666666666,243776.86666666667,21,2,0.7427802568390256,0.7819246649742126,632.0,142.0,120744,1.0,0.0,21,0,21,700.7000000000116,False,7299,243543.30000000002,243543.30000000002
587,garage,5520,5542,184184.0,184918.06666666668,184184.0,184918.06666666668,20,2,0.6522482946515084,0.6793916821479797,809.5,251.5,240436,1.0,0.0,20,0,20,734.0666666666802,False,5540,184851.33333333334,184851.33333333334
781,garage,7502,7535,250316.73333333334,251417.83333333334,250316.73333333334,251417.83333333334,20,2,0.4233306646347046,0.41964372992515564,22.0,93.0,2185,1.0,0.0,0,0,20,1101.1000000000058,False,7533,251351.1,251351.1
230,garage,2072,2092,69135.73333333334,69803.06666666667,69135.73333333334,69803.06666666667,19,2,0.6443172897163191,0.6693145632743835,711.0,305.0,271092,0.9473684210526315,0.10526315789473684,19,1,17,667.3333333333285,False,2089,69702.96666666667,69702.96666666667
351,garage,3683,3701,122889.43333333335,123490.03333333334,122889.43333333335,123490.03333333334,18,2,0.8267553299665451,0.9370730817317963,621.0,234.5,224532,1.0,0.05555555555555558,18,0,17,600.5999999999913,False,3692,123189.73333333334,123189.73333333334
462,garage,4849,4869,161794.96666666667,162462.3,161794.96666666667,162462.3,18,5,0.6540146801206801,0.734914094209671,516.5,303.5,173056,1.0,1.0,18,0,0,667.3333333333139,False,4860,162162.0,162162.0
448,garage,4799,4816,160126.63333333333,160693.86666666667,160126.63333333333,160693.86666666667,18,7,0.5945204032791985,0.6259536147117615,272.5,127.0,44660,1.0,0.0,18,0,18,567.2333333333372,False,4801,160193.36666666667,160193.36666666667
682,garage,6351,6372,211911.69999999998,212612.4,211911.69999999998,212612.4,17,7,0.7523600722060484,0.8223747611045837,678.0,293.0,346507,1.0,0.0,17,0,17,700.7000000000116,False,6364,212345.46666666667,212345.46666666667
267,garage,2676,2692,89289.20000000001,89823.06666666668,89289.20000000001,89823.06666666668,17,7,0.5476476778002346,0.5646464228630066,220.0,88.0,26565,1.0,0.0,17,0,17,533.8666666666686,False,2679,89389.3,89389.3
38,garage,1070,1086,35702.333333333336,36236.200000000004,35702.333333333336,36236.200000000004,16,2,0.6447480656206608,0.6792049407958984,24.0,97.5,6554,1.0,0.0,0,0,16,533.8666666666686,False,1073,35802.433333333334,35802.433333333334
82,garage,1327,1341,44277.56666666667,44744.700000000004,44277.56666666667,44744.700000000004,15,2,0.7826820135116577,0.8202711343765259,568.0,224.0,143654,1.0,0.0,15,0,15,467.1333333333314,False,1337,44611.23333333334,44611.23333333334
742,garage,7271,7285,242609.03333333335,243076.16666666666,242609.03333333335,243076.16666666666,15,2,0.7683553636074066,0.8695908188819885,556.0,179.0,114036,1.0,0.0,15,0,15,467.1333333333023,False,7279,242875.96666666667,242875.96666666667
856,garage,7916,7930,264130.5333333333,264597.6666666667,264130.5333333333,264597.6666666667,15,2,0.4928135275840759,0.506202757358551,178.0,83.0,20592,1.0,0.2666666666666667,15,0,11,467.1333333333605,False,7919,264230.63333333336,264230.63333333336
37,garage,878,891,29295.933333333334,29729.7,29295.933333333334,29729.7,14,2,0.892886187349047,0.9334803819656372,604.0,167.0,203112,1.0,0.0,14,0,14,433.7666666666664,False,885,29529.500000000004,29529.500000000004
716,garage,6941,6954,231598.03333333335,232031.80000000002,231598.03333333335,232031.80000000002,14,2,0.8025717841727393,0.8613113164901733,572.5,156.5,172125,1.0,0.0,14,0,14,433.7666666666628,False,6950,231898.33333333334,231898.33333333334
761,garage,7386,7398,246446.2,246846.60000000003,246446.2,246846.60000000003,13,2,0.833027890095344,0.8703773617744446,692.0,122.0,126000,1.0,0.0,13,0,13,400.4000000000233,False,7391,246613.03333333333,246613.03333333333
709,garage,6894,6905,230029.80000000002,230396.83333333334,230029.80000000002,230396.83333333334,12,2,0.8331373954812685,0.9210925102233887,594.5,159.5,178047,1.0,0.0,12,0,12,367.0333333333256,False,6901,230263.3666666667,230263.3666666667
713,garage,6920,6931,230897.33333333334,231264.3666666667,230897.33333333334,231264.3666666667,12,7,0.5829594433307648,0.6023212373256683,258.5,213.5,56203,0.5833333333333334,0.0,12,5,12,367.0333333333547,False,6930,231231.00000000003,231231.00000000003
569,garage,5444,5457,181648.13333333333,182081.90000000002,181648.13333333333,182081.90000000002,11,7,0.6954086368734186,0.7535876035690308,542.0,268.0,179838,1.0,0.7272727272727273,11,0,3,433.7666666666919,False,5446,181714.86666666667,181714.86666666667
43,garage,1106,1116,36903.53333333333,37237.200000000004,36903.53333333333,37237.200000000004,11,2,0.6512563066049055,0.6485190391540527,238.0,164.0,42408,1.0,0.0,11,0,11,333.6666666666715,False,1110,37037.0,37037.0
862,garage,7956,7968,265465.2,265865.60000000003,265465.2,265865.60000000003,11,7,0.6869042949243025,0.7007383108139038,74.0,244.0,28614,0.0,0.2727272727272727,8,11,8,400.4000000000233,False,7959,265565.30000000005,265565.30000000005
